word,gloss,pos,example,source
ācwician,"ācwician ( ā·cwician ), āc(w)ucian revive tr. and intr ., come to life again ( of the dead).",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ācwięlman,ācwięlman ( ā·cwięlman ) kill.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ācwīnan,"ācwīnan ( ā·cwīnan ) 6 dwindle, become extinct ( of fire).",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ācwincan,"ācwincan ( ā·cwincan ) 3 be extinguished ( of fire, light); be eclipsed ( of moon); vanish.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ācȳþan,"ācȳþan ( ā·cȳþan ) make known, show, reveal; proclaim, announce; prove, confirm.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ād,"ād m. heap; funeral pile | fire, flame.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādfaru,~faru † f. funeral procession.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādfȳr,"~fȳr † n. , -līeg † m. pile-fire.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādlama,"~lama † m. one crippled by fire, demon.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādǣlan,"ādǣlan ( ā·dǣlan ) separate, part.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādēadian,"ādēadian ( ā·dēadian ) become dead or torpid, decay.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādēafian,ādēafian ( ā·dēaf|ian ) become deaf.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādēafung,~ung f. becoming deaf.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
adela,"adela ( adel|a ) m. putrid mud, filth.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
adeliht,"~iht muddy, filthy.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
adelseaþ,"~seaþ m. cesspool, sewer.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādelfan,"ādelfan ( ā·delfan ) 3 dig (pit, grave).",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādēman,"ādēman ( ā·dēman ) decree: ~ hine fram d. deprive of || try, afflict.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādeorcian,"ādeorcian ( ā·deorc|ian ), ~od wesan become dim or tarnished; be eclipsed ( of moon).",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ades,"ades ( ades|a ) m. , ~e f. , ads- adze.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādīedan,"ādīedan ( ā·dīedan ) put to death, destroy — ptc. ādīedd dead.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādīefan,"ādīefan ( ā·dīefan ) deafen, surpass in sound [ dēaf ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādihtan,"ādihtan ( ā·dihtan ) compose, write.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādihtian,"ādihtian ( ā·dihtian ) arrange, decree.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādīlgian,"ādīlgian ( ā·dīl(e)gian ), L. ȳ destroy, do away with, annihilate, || erase.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādimmian,"ādimmian ( ā·dimm|ian ), ~od wesan become dim; lose clearness of sight ( of eyes).",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādl,"ādl , A. āld f. disease.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādlig,"~ig diseased, ill.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādlþracu,~þracu † virulence of disease.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādlwērig,~wērig † weary with illness.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādlian,"ādlian ( ādl|ian ) be sick, be ill, become infirm or weak. ptc. geādlod sick (person).",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādlung,~ung f. illness.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādōn,"ādōn ( ā·dōn ) vb. take away, send away || destroy || put : þanon ~ remove, ~ of expel, deliver.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
adrædan,adrædan = ondræ̂dan .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādrǣfan,"ādrǣfan ( ā·drǣfan ) drive away, expel.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādragan,ādragan ( ā·dragan ) 2 draw (sword).,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
adreminte,adreminte f. feverfew.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādręncan,"ādręncan ( ā·dręncan ) drown, immerse.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādrēogan,"ādrēogan ( ā·drēog|an ) 7 perform, practice ; pass (life, the night) | endure, suffer | tolerate, put up with.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādrēogendlic,~endlic endurable.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādrēopan,"ādrēopan ( ā·drēopan ) 7 drip, drop.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādrēosan,"ādrēosan ( ā·drēosan ) 7 fall || be diminished, fail.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādrīegan,ādrīegan ( ā·drīegan ) endure [ drēogan ].,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādrifan,"ādrifan ( ā·drifan ) 6 drive away or out, drive, — pursue ~ spor follow track ; ~ ford mid pilum stake ford with piles. ptc. ādrifen engraved, embossed.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādrincan,ādrincan ( ā·drincan ) 3 be drowned ; be quenched by water ( of fire).,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādrugian,"ādrugian ( ā·drugian ), -ūwian dry up intr .",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādrȳgan,"ādrȳgan ( ā·drȳgan ) cause to dry up (well, sea); wipe dry.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādumbian,"ādumbian ( ā·dumbian ) become silent, dumb.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
adun,adun- = ofdūn- .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
adustrigan,adustrigan = andūstrigan .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādwǣscan,"ādwǣscan ( ā·dwǣscan ) extinguish (fire, light) ; destroy (enemies).",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādwęllan,"ādwęllan ( ā·dwęllan ), -ęlian , prt. -ealde lead into error, seduce (from God).",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādwīnan,"ādwīnan ( ā·dwīnan ) 6 dwindle, waste away, disappear.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ādysgian,"ādysgian ( ā·dysg|ian ), ~od wesan become foolish.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣ,"ǣ , ǣw f. g. etc. ǣ(we) divine law; scripture, book of the Bible ; religion ; rite, religious ceremony | human law — buton ǣ outlaw ; custom | marriage | wife | life † once. In lW. there is a tendency to restrict the form ǣw to the meaning ‘marriage.’",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣbebod,~bebod n. commandment.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣbōc,~bōc f. book of the law.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣboda,~boda m. preacher.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣbræ_ce,~bræ̂ce law-breaking ; adulterous.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣbreca,"~breca , -y- m. adulterer.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣbrucol,~brucol sacrilegious.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣbryce,~bryce m. adultery.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣcræft,~cræft m. skill in law.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣcræftig,~cræftig skilled in law.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣfæst,~fæst pious | married.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣfæstlīce,~fæstlīce av. piously.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣfæsten,~fæsten n. legal or public fast.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣfæstnes,"~fæstnes f. piety ; religious creed, religion.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣfręmmende,~fręmmende pious.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣfyllende,~fyllende pious.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣglēaw,~glēaw learned in the law.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣlǣdend,~lǣdend m. lawgiver ( ! ).,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣlǣrend,~lǣrend m. teacher of the law.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣlagol,~lagol law-giving.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣlic,"~lic of the law, lawful.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣlīce,~līce av. lawfully.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣriht,~riht n. code of law.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣsęllend,~sęllend m. lawgiver.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣswice,~swice m. violation of God’s law ; adultery (?).,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣweweard,~we-weard m. priest.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣwita,"~wita m. lawyer, councillor.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣwrītere,~wrītere m. law-giver.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āeargian,āeargian ( ā·eargian ) become cowardly.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_bæ_re,"æ̂bæ̂re ( æ̂-bæ̂re ), ā- , -ere notorious, openly known [ āberan ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
āębbian,"āębbian ( ā·ębbian ) ebb away, recede from.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_blǣce,æ̂blǣce ( æ̂-blǣc|e ) pale.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_blǣcnes,"~nes , ā- f. pallor.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æbs,"æbs , æps [ confusion w. æps = æspe aspen] ( f. ) fir-tree [ Lt. abies ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_bylgan,"æ̂bylgan , æ̂byligan ( æ̂-byl(i)g|an ), ā- , -il- make angry or indignant ; offend.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_bylgnes,~nes f. anger.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_bylgþ,"~þ , ~þu , æ̂bylþ , abul(i)gþ f. anger ; offence, injury : Cristes ~ offence against C., þæt him tō ~e gedōn wæs that which had offended him.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣc,ǣc see āc oak.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æclæca,æclæca ( æc-læca ) see ag -.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_cambe,"æ̂cambe ( æ̂-cambe ) f. oakum. Cp. ācumba , camb .",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_celma,"æ̂celma ( æ̂-celm|a ), āc- , M. ecilma chilblain [ ācalan ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_celmeht,~eht with chilblains.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
ǣcen,"ǣcen , a- of oak [ āc ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æcer,æcer m. (cultivated) field | acre.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æcerceorl,~ceorl m. farmer.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æcerhęge,~hęge m. field-hedge.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æcermann,~mann m. farmer.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æcersæ_d,~sæ̂d n. seed for an acre (?).,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æcersplott,~splott m. small field (?).,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æcerspranca,~spranca see æcern .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æcerteoþung,~teoþung f. tithe of the produce of the soil.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æcertȳning,~tȳning f. fencing.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æcern,"æcern , -irn , æcren n. acorn.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æcernspranca,"~spranca *, æcer- m. ilex, oak sapling (?) Gl.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_cnōsle,"æ̂cnōsle ( æ̂-cnōsl|e ) degenerate, not noble Gl.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
geæ_cnōsliende,ge ~iende degenerating Gl.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æcumba,æcumba = ācumba .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_cyrf,"æ̂cyrf ( æ̂-cyrf ) clippings, what is cut off [ āceorfan ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_dre,"æ̂dre , æ̂ddre f. pl. æ̂dran , æ̂dra , A. hēþir , ēþre vein — ǣdrum hrīnan , ǣdran hręþian feel the pulse ; nerve, sinew ; in pl. kidneys | spring (of water).",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_dreseax,"~seax , ǣdderseax n. lancet.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_dreweg,"~weg m. artery, vein.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_dre,"æ̂dre av. at once, forthwith | (know) fully, clearly †.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fen,"æ̂fen , æ̂fenn , lN . ēfern m. evening.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fengebed,~ ge bed n. evening prayer or service.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fendrēam,~drēam m. even-song.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fengiefl,~giefl n. supper.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fenglōm,"~glōm , ~glōma m. twilight.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fengram,~gram † fierce in the evening.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fenlāc,~lāc † n. evening sacrifice.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fenlǣcan,~lǣcan become evening.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fenleoht,~leoht † n. evening light.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fenleoþ,~leoþ n. evening song.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fenlīc,~līc of the evening.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fenlof,~lof n. lauds.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fenmęte,~męte m. supper.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fenræding,~ræding f. evening reading.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fengereord,~ ge reord n. -u pl. supper.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fengereordian,~ ge reordian sup.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fenrepsung,~repsung f. nightfall.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fenręst,~ręst † evening rest.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fensang,~sang m. evening song.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fenscima,~scima m. evening light.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fenscop,~scop † m. evening bard.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fenspræ_c,~spræ̂c † f. speech of the evening before.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fensteorra,~steorra m. evening star.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fentīd,~tīd f. ~tīma m. evening time.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
æ_fenþegnung,"~þegnung , ~þēn- f. (divine) evening service ; supper.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
